-0.029306,2.671400,0.466507,-1.603676,-0.247243,0.424886,5.604342,0.379072,-0.401288,0.169122
-0.499510,3.002874,0.506902,-1.722151,-0.173185,-0.055159,6.271530,0.414158,-0.348740,0.171715
-0.816165,3.350789,0.608716,-1.749707,-0.121878,-0.413024,6.920842,0.268790,-0.155091,0.205133
-0.967561,3.710376,0.735017,-1.699450,-0.101852,-0.623666,7.443998,-0.056130,0.133845,0.286572
-1.010241,4.051099,0.847848,-1.615461,-0.119683,-0.702194,7.752003,-0.525447,0.425440,0.422242
-1.035185,4.339026,0.918525,-1.549557,-0.172321,-0.699255,7.811556,-1.036920,0.616445,0.603881
-1.128742,4.534217,0.948267,-1.543526,-0.255192,-0.689596,7.628539,-1.440472,0.628926,0.799305
-1.331760,4.628591,0.971960,-1.619524,-0.359033,-0.746729,7.263821,-1.617749,0.428866,0.968740
-1.617663,4.675439,1.037443,-1.775404,-0.467715,-0.911427,6.885074,-1.537575,0.040212,1.079265
-1.924191,4.759700,1.181458,-1.993049,-0.570823,-1.178950,6.688554,-1.246804,-0.463615,1.100568
-2.196143,4.986703,1.414252,-2.241777,-0.653321,-1.504790,6.775857,-0.854345,-0.988920,1.021372
-2.391019,5.520035,1.721494,-2.478499,-0.668900,-1.822023,7.239925,-0.456775,-1.456526,0.875283
-2.467876,6.522897,2.081616,-2.660743,-0.571509,-2.067459,8.229651,-0.083698,-1.824632,0.715207
-2.399957,8.045399,2.470091,-2.769650,-0.353072,-2.211499,9.852645,0.272627,-2.099581,0.590892
-2.162392,9.998086,2.851519,-2.821482,-0.036036,-2.270115,12.070976,0.599728,-2.316220,0.561122
-1.735274,12.190165,3.188858,-2.856367,0.339679,-2.281941,14.697528,0.890568,-2.501843,0.677515
-1.142332,14.367433,3.462224,-2.915643,0.713108,-2.266231,17.340194,1.138938,-2.640519,0.939349
-0.465873,16.306469,3.675824,-3.019251,1.023155,-2.211594,19.531179,1.325248,-2.678652,1.294246
