-1.232122,6.902078,-0.088288,-0.006678,0.429120,-0.062818,-0.442199,4.314068,0.376023,0.008289,0.192290,0.022471
-0.958894,6.372858,-0.072630,-0.000259,0.398615,-0.062401,-0.429596,4.274585,0.318482,-0.004447,0.199419,-0.011785
-0.791893,5.903733,-0.052668,0.008430,0.388872,-0.062165,-0.406249,4.235330,0.231084,-0.017229,0.211764,-0.041695
-0.740438,5.513685,-0.031637,0.010539,0.392408,-0.062371,-0.369292,4.189103,0.132107,-0.030749,0.223341,-0.062425
-0.796172,5.205968,-0.013291,0.002197,0.395093,-0.062584,-0.318630,4.126918,0.041516,-0.044806,0.229530,-0.072715
-0.933875,4.967468,-0.000354,-0.017444,0.387219,-0.062548,-0.258649,4.041806,-0.026673,-0.055493,0.228067,-0.074076
-1.114250,4.784774,0.004842,-0.046887,0.383391,-0.062481,-0.198194,3.930847,-0.067703,-0.058193,0.220025,-0.070090
-1.289767,4.649861,0.000809,-0.081391,0.396157,-0.062493,-0.145572,3.796278,-0.084681,-0.052975,0.209436,-0.064970
-1.413505,4.548604,-0.010928,-0.117057,0.412577,-0.062503,-0.104079,3.646932,-0.084954,-0.044044,0.201819,-0.061707
-1.446637,4.466067,-0.026537,-0.153272,0.410314,-0.062510,-0.072394,3.500324,-0.077064,-0.037963,0.202023,-0.061021
-1.368619,4.395100,-0.042373,-0.191348,0.387088,-0.062470,-0.046455,3.371354,-0.068138,-0.042700,0.212997,-0.061808
-1.182194,4.346006,-0.055591,-0.234588,0.359291,-0.062544,-0.021514,3.272101,-0.062144,-0.063655,0.234564,-0.062576
-0.912070,4.330947,-0.064103,-0.289032,0.374164,-0.062521,0.002248,3.211122,-0.060333,-0.101286,0.264530,-0.062713
-0.600880,4.352123,-0.067630,-0.356811,0.487516,-0.062264,0.023948,3.193081,-0.061163,-0.152121,0.299246,-0.062541
-0.298532,4.394914,-0.067182,-0.436413,0.719097,-0.062928,0.046676,3.219941,-0.062092,-0.209707,0.334206,-0.062461
-0.032502,4.423327,-0.065576,-0.528870,1.056264,-0.063125,0.072220,3.296477,-0.063258,-0.264604,0.365257,-0.062498
0.197124,4.385272,-0.062918,-0.636378,1.481444,-0.060514,0.100166,3.420778,-0.065348,-0.309489,0.391209,-0.062483
0.406521,4.286216,-0.061524,-0.743372,1.913332,-0.059012,0.140443,3.594970,-0.062586,-0.336752,0.413196,-0.062574
0.609504,4.172219,-0.063941,-0.822231,2.210521,-0.065842,0.194565,3.809372,-0.050773,-0.341964,0.433297,-0.062354
0.806633,4.021669,-0.062989,-0.861104,2.263402,-0.078275,0.241465,4.011571,-0.038960,-0.340149,0.453692,-0.062602
1.003349,3.737235,-0.054400,-0.866851,2.056121,-0.079847,0.250685,4.113607,-0.050322,-0.365610,0.475931,-0.062739
1.240475,3.288530,-0.057514,-0.841206,1.651035,-0.052359,0.205032,4.104778,-0.105232,-0.440072,0.499589,-0.061750
1.540566,2.758185,-0.081706,-0.807004,1.174158,0.004704,0.109017,4.096992,-0.199420,-0.572914,0.519800,-0.061652
1.857075,2.390670,-0.100675,-0.828623,0.742570,0.057301,0.035844,4.289980,-0.288695,-0.769954,0.525890,-0.065468
2.092837,2.654624,-0.077685,-0.986420,0.397203,0.046687,0.123208,4.925039,-0.302989,-1.018915,0.510739,-0.069269
2.179938,4.140228,-0.004988,-1.323548,0.133129,-0.060913,0.525834,6.249883,-0.166922,-1.270678,0.476914,-0.059259
2.125456,7.332660,0.096589,-1.801187,-0.050376,-0.250501,1.373666,8.437947,0.189020,-1.444252,0.423383,-0.032315
2.069630,12.546816,0.162480,-2.247137,-0.194372,-0.491132,2.732913,11.594532,0.816725,-1.418775,0.339483,-0.021196
2.229480,19.731879,0.106629,-2.410078,-0.367425,-0.755240,4.465608,15.697982,1.709551,-1.073349,0.216923,-0.068583
2.753424,28.228644,-0.117864,-2.069709,-0.584126,-0.990673,6.191641,20.525926,2.772014,-0.356074,0.066149,-0.180014
3.600833,36.939921,-0.510245,-1.084930,-0.788755,-1.103890,7.345909,25.699188,3.825832,0.703833,-0.078724,-0.304987
4.553732,44.812720,-1.046741,0.602062,-0.888877,-1.002714,7.321245,30.883631,4.662720,2.038184,-0.159587,-0.352724
5.160757,51.119359,-1.614687,2.866619,-0.802783,-0.664290,5.660747,35.856013,5.120060,3.520272,-0.123614,-0.235340
4.794501,55.675753,-2.019007,5.384181,-0.533650,-0.165523,2.283862,40.496857,5.127924,4.979252,0.036809,0.094670
2.857778,58.925880,-2.095479,7.733520,-0.173382,0.363290,-2.531555,44.763872,4.690047,6.261395,0.284472,0.640778
-0.877729,61.651428,-1.797855,9.531271,0.202376,0.835854,-8.216693,48.663884,3.869836,7.259456,0.579976,1.378807
-6.055183,64.554535,-1.197072,10.544552,0.566657,1.251482,-13.942395,52.176651,2.808061,7.920674,0.881948,2.230189
-11.643748,68.075600,-0.474485,10.791526,0.891533,1.624986,-18.662011,55.288426,1.716961,8.289828,1.142934,3.037549
-16.241851,72.172623,0.162530,10.455572,1.125876,1.930295,-21.397096,57.911124,0.828663,8.452823,1.318672,3.634293
-18.598813,76.167004,0.600004,9.735377,1.237216,2.135593,-21.518912,59.780342,0.328266,8.434453,1.382914,3.935535
-18.136737,79.008259,0.830405,8.785621,1.217826,2.256523,-19.047430,60.473785,0.299428,8.185181,1.321454,3.942453
-15.069767,79.718263,0.891337,7.712935,1.101938,2.326220,-14.711692,59.564113,0.715869,7.630297,1.147164,3.719396
-10.345119,77.642625,0.880605,6.517929,0.935071,2.334969,-9.722963,56.741156,1.491942,6.680750,0.880011,3.335005
-5.352204,72.617750,0.914847,5.126069,0.725916,2.219822,-5.368807,51.947653,2.512641,5.286408,0.515614,2.819905
-1.516112,64.998781,1.036968,3.463499,0.458250,1.919252,-2.777560,45.412906,3.620993,3.483557,0.041595,2.196645
0.248908,55.515366,1.200364,1.524119,0.178678,1.446340,-2.600154,37.638827,4.634164,1.382578,-0.481564,1.538323
-0.208719,45.116957,1.320852,-0.573175,-0.036889,0.913653,-4.730226,29.327702,5.416476,-0.834922,-0.932856,0.938334
-2.232226,34.820959,1.325210,-2.578715,-0.143848,0.449597,-8.176548,21.281776,5.908477,-2.905184,-1.195030,0.447952
-4.675781,25.496886,1.214856,-4.246802,-0.149766,0.108024,-11.376874,14.211679,6.115680,-4.579149,-1.209615,0.079773
-6.413853,17.723138,1.081043,-5.445138,-0.086652,-0.118939,-12.797139,8.597478,6.065890,-5.732015,-0.995221,-0.150741
-6.854831,11.775569,1.037918,-6.163149,-0.010969,-0.232304,-11.608419,4.624533,5.765931,-6.374955,-0.655518,-0.247147
-5.956565,7.652305,1.156660,-6.482952,0.028960,-0.232726,-7.942590,2.182539,5.194338,-6.612364,-0.318861,-0.238484
-4.075323,5.126309,1.444142,-6.548362,0.008051,-0.163920,-2.729827,0.948357,4.365821,-6.600018,-0.079077,-0.172427
-1.768813,3.831828,1.803324,-6.501912,-0.070324,-0.091040,2.731144,0.539815,3.365590,-6.486313,0.028003,-0.099175
0.373056,3.331276,2.051439,-6.449418,-0.172787,-0.053014,7.159902,0.596690,2.328717,-6.387910,0.018661,-0.046094
1.989956,3.224759,2.039139,-6.448956,-0.209644,-0.043707,9.655613,0.849086,1.394092,-6.393285,-0.021645,-0.004891
2.982955,3.256461,1.739734,-6.519264,-0.093975,-0.025266,9.915591,1.152933,0.695746,-6.557602,0.023483,0.042005
3.528312,3.283075,1.259580,-6.677553,0.185786,0.021246,8.374304,1.451074,0.337086,-6.890048,0.229157,0.075763
