-5.002098,4.134565,-0.063194,-13.016896,0.051031,-1.643309,-4.024604,1.585007,-0.146802,-11.573611,0.021935
-3.614776,3.291377,-0.058026,-12.723253,-0.216882,-1.883186,-2.819591,1.541588,-0.151479,-11.561842,0.037038
-2.693981,2.955854,-0.052598,-12.171581,-0.349691,-2.084062,-2.121884,1.948971,-0.121907,-11.416084,0.119605
-2.188409,3.022370,-0.066471,-11.651654,-0.320864,-2.216483,-1.744459,2.606067,-0.103880,-11.324896,0.247931
-1.947567,3.475779,-0.104379,-11.451428,-0.145229,-2.243765,-1.450937,3.543872,-0.109475,-11.467956,0.377881
-1.874670,4.456803,-0.122575,-11.870584,0.100113,-2.212103,-1.132642,5.060993,-0.123529,-12.051062,0.461204
-1.956304,6.311360,-0.061492,-13.053479,0.358268,-2.202678,-0.835975,7.662942,-0.106306,-13.171792,0.486008
-2.274398,9.664770,0.099127,-14.774493,0.606248,-2.319326,-0.746929,12.007646,-0.023078,-14.634648,0.473170
-2.942637,15.159677,0.294233,-16.417718,0.808290,-2.564205,-1.108880,18.654180,0.129482,-15.929632,0.445483
-3.968173,22.991451,0.383522,-17.236257,0.924682,-2.768440,-2.060583,27.660935,0.329199,-16.426171,0.415187
-5.183147,32.798836,0.211253,-16.682153,0.950394,-2.669608,-3.524072,38.454610,0.534929,-15.651129,0.377709
-6.287050,43.833223,-0.316100,-14.636252,0.909387,-2.090576,-5.202185,49.968085,0.690223,-13.516373,0.353489
-6.917121,54.937187,-1.207484,-11.389457,0.860950,-0.976381,-6.623432,60.791224,0.746627,-10.315342,0.407865
-6.791421,64.717281,-2.368411,-7.479906,0.877041,0.546265,-7.320576,69.486895,0.691115,-6.554879,0.578134
-5.863837,71.867642,-3.578636,-3.528808,0.971245,2.186364,-7.081456,74.987498,0.545221,-2.821388,0.819853
-4.355134,75.436718,-4.512688,-0.174522,1.077169,3.564531,-6.051275,76.742843,0.345910,0.273189,1.051168
-2.637836,75.132833,-4.878164,2.078981,1.117364,4.330341,-4.620189,74.886848,0.132266,2.259685,1.196840
-1.110330,71.705371,-4.552674,3.070174,1.053404,4.286935,-3.263746,70.360962,-0.060644,3.011332,1.219172
-0.080573,66.541382,-3.644676,3.024274,0.882246,3.544179,-2.378634,64.439882,-0.204460,2.755847,1.150386
0.324692,60.906852,-2.437283,2.346495,0.643643,2.443143,-2.134592,58.069002,-0.269490,1.906515,1.076953
0.197987,55.569511,-1.258622,1.403420,0.431280,1.354545,-2.419020,51.957947,-0.220888,0.889605,1.096979
-0.196085,50.832433,-0.340365,0.433821,0.348423,0.528575,-2.924496,46.615387,-0.039203,0.011699,1.293439
-0.547821,46.314973,0.212029,-0.406842,0.451342,0.031492,-3.301113,41.854835,0.256934,-0.560822,1.685001
-0.666676,41.329726,0.396448,-0.988313,0.741395,-0.240239,-3.311025,36.955585,0.622817,-0.737954,2.197427
-0.541469,35.183993,0.296960,-1.219085,1.180980,-0.430394,-2.909599,31.306196,0.996359,-0.506890,2.720766
-0.308430,27.342345,0.070287,-1.135787,1.704167,-0.653890,-2.244131,24.286881,1.287150,-0.001290,3.171046
-0.145618,17.569312,-0.138206,-0.900102,2.248391,-0.996395,-1.535411,15.594157,1.399561,0.543922,3.497827
-0.168465,6.324294,-0.255688,-0.677173,2.790789,-1.437513,-0.967289,5.811563,1.284625,0.905373,3.703951
-0.396627,-5.778543,-0.278429,-0.560035,3.316729,-1.824977,-0.656188,-4.401220,0.939995,0.915735,3.834740
-0.745396,-18.132383,-0.232187,-0.597900,3.780833,-1.992211,-0.591095,-14.881057,0.394465,0.486721,3.919775
-0.946457,-29.823609,-0.158512,-0.807849,4.128620,-1.857589,-0.522304,-24.939218,-0.267603,-0.331750,3.952983
-0.624446,-39.373237,-0.096033,-1.191379,4.305160,-1.442655,-0.091797,-33.592687,-0.938940,-1.391926,3.901840
0.448306,-45.531657,-0.080557,-1.764523,4.232803,-0.901876,0.859852,-40.837422,-1.569372,-2.547807,3.686375
2.180279,-47.334527,-0.136048,-2.543175,3.848611,-0.445055,2.159395,-47.053978,-2.137988,-3.679256,3.220429
4.198993,-44.572361,-0.261344,-3.490406,3.171010,-0.195917,3.404975,-52.176232,-2.601577,-4.671892,2.502847
5.942952,-38.484923,-0.392440,-4.510136,2.293784,-0.151051,4.112343,-56.556905,-2.940203,-5.422816,1.628688
6.944832,-31.943037,-0.403999,-5.417967,1.361682,-0.222705,4.018199,-60.642205,-3.151341,-5.803265,0.740527
7.105756,-28.436087,-0.135122,-5.920060,0.559858,-0.236937,3.287776,-64.111219,-3.194036,-5.659255,0.010110
6.661982,-31.370647,0.557454,-5.700798,0.040912,-0.008468,2.386601,-67.129509,-3.043741,-4.887276,-0.415921
6.072348,-42.491690,1.731066,-4.572827,-0.150316,0.567638,1.932908,-70.479264,-2.743190,-3.477024,-0.486859
6.038209,-60.457815,3.255403,-2.525721,-0.042677,1.482376,2.664574,-73.813526,-2.317665,-1.473968,-0.238914
7.171493,-80.998579,4.828212,0.229012,0.290552,2.600601,5.040802,-76.193638,-1.760364,0.973847,0.236979
9.543986,-98.947439,6.097811,3.243141,0.720442,3.656537,8.805036,-77.424946,-1.112743,3.555533,0.786603
12.608885,-109.622545,6.805412,5.946148,1.096701,4.367456,13.014153,-77.198405,-0.433234,5.852373,1.231855
15.385969,-110.070959,6.825467,7.831512,1.313065,4.545073,16.395654,-74.853592,0.253602,7.465960,1.453669
16.705373,-100.237155,6.207200,8.561257,1.313562,4.125858,17.756365,-70.438487,0.883867,8.115617,1.414637
15.796628,-83.004670,5.168154,8.078080,1.096568,3.159857,16.575577,-64.424067,1.362050,7.756579,1.142008
12.702992,-62.816540,4.028502,6.633582,0.719237,1.782065,13.247176,-57.082632,1.639157,6.595155,0.725947
8.085558,-44.291734,3.082064,4.644810,0.254131,0.127386,8.707432,-49.273822,1.688897,4.968744,0.284452
2.905200,-30.668483,2.519494,2.518742,-0.253751,-1.666273,4.008813,-42.030764,1.494566,3.227483,-0.095348
-1.689841,-22.648628,2.340170,0.611225,-0.752758,-3.404763,0.159318,-35.454822,1.133022,1.699530,-0.359138
-4.776539,-18.846739,2.389592,-0.834547,-1.171569,-4.866315,-2.196378,-29.374532,0.753759,0.609520,-0.469200
-6.013329,-17.259534,2.479148,-1.750839,-1.440179,-5.859210,-2.982546,-23.977256,0.482214,0.008642,-0.422771
-5.569397,-16.100418,2.495215,-2.215863,-1.506416,-6.227329,-2.565554,-19.115002,0.407036,-0.210255,-0.257359
-3.944479,-13.939563,2.372503,-2.383703,-1.349240,-5.909067,-1.519929,-14.380811,0.564030,-0.246475,-0.020718
-1.833162,-10.029808,2.091472,-2.452080,-0.995082,-4.990855,-0.434050,-9.491010,0.863388,-0.324441,0.246117
0.235026,-4.383486,1.678935,-2.578624,-0.513374,-3.681913,0.376236,-4.221680,1.150633,-0.589450,0.508085
2.039520,2.456108,1.211288,-2.816721,-0.008287,-2.257601,0.907942,1.616958,1.323372,-1.059873,0.742411
3.438659,9.765534,0.766658,-3.141050,0.414808,-1.011065,1.241984,8.023305,1.337645,-1.661867,0.942127
4.212956,16.867147,0.411251,-3.495862,0.691472,-0.139647,1.374113,14.944882,1.187716,-2.280168,1.114415
4.165692,23.395727,0.157883,-3.807480,0.810886,0.311344,1.268694,22.242440,0.925906,-2.787734,1.285974
3.161412,29.091190,-0.014189,-4.000011,0.807973,0.396270,0.918532,29.448813,0.608138,-3.083840,1.503159
1.242433,33.612992,-0.120859,-4.009180,0.767786,0.225052,0.424459,35.892540,0.250379,-3.113372,1.812888
-1.202591,36.681032,-0.156694,-3.785795,0.799470,-0.036251,0.027361,41.099771,-0.135907,-2.868790,2.245017
-3.474938,38.500294,-0.138394,-3.304617,0.988919,-0.229121,0.048425,44.889248,-0.534616,-2.390217,2.796314
-4.784284,39.701481,-0.098360,-2.583847,1.371229,-0.258959,0.775908,47.434813,-0.950550,-1.750026,3.412735
-4.456743,41.077845,-0.068140,-1.698013,1.905788,-0.113492,2.394373,49.189706,-1.339322,-1.025450,3.983768
-2.188209,43.303926,-0.057492,-0.742390,2.471180,0.167451,4.914098,50.681152,-1.580306,-0.278845,4.374140
1.811915,46.863740,-0.058052,0.212873,2.937757,0.529616,8.137306,52.450896,-1.561705,0.455148,4.474039
6.884104,51.858031,-0.054545,1.111598,3.216879,0.937786,11.634597,54.866408,-1.244843,1.154201,4.239488
12.123446,57.906119,-0.053415,1.875027,3.233765,1.340213,14.818067,57.845635,-0.671425,1.771338,3.700498
16.635159,64.209551,-0.069255,2.438743,2.942694,1.658700,17.133393,60.914462,0.014647,2.251804,2.957154
19.785741,69.945587,-0.099680,2.791569,2.392625,1.845163,18.227516,63.575687,0.627190,2.567850,2.162622
21.296919,74.614560,-0.116639,2.975886,1.716724,1.941338,17.975503,65.644532,1.031899,2.707608,1.485845
21.222889,78.175637,-0.073228,3.079906,1.074647,2.033188,16.493319,67.314301,1.164410,2.664552,1.049790
19.872807,80.911550,0.073333,3.189853,0.613241,2.202881,14.124327,69.005823,1.028962,2.461606,0.896144
17.636396,83.262909,0.288544,3.283692,0.410943,2.472320,11.323015,71.165921,0.734954,2.128775,0.980788
14.805068,85.618099,0.428221,3.234049,0.442804,2.780853,8.502297,74.004398,0.437067,1.668494,1.198275
11.611636,88.142408,0.315082,2.912695,0.634495,3.021538,5.976984,77.338407,0.234008,1.088507,1.427572
