12.431916,36.316744,5.214794,0.157580,-0.130773,10.839347,35.773786,5.100366,-3.256648,0.202786
11.813662,31.214779,5.246998,4.547622,-0.003979,10.906727,31.341436,4.761824,2.449387,0.091644
10.879262,22.899577,5.124874,8.180165,0.109081,11.020617,23.634484,4.184984,6.796770,-0.005458
10.011431,12.766213,4.881587,10.174999,0.140970,11.293086,14.011307,3.552129,8.836190,-0.144912
9.418267,2.834001,4.552226,10.035297,0.042332,11.678256,4.406811,2.967201,8.228159,-0.366363
9.137305,-4.760983,4.155477,7.755447,-0.190130,12.096771,-3.067557,2.437267,5.229716,-0.704599
9.093220,-8.080397,3.672604,3.692515,-0.517913,12.423027,-6.451126,1.905708,0.418222,-1.183511
9.126482,-5.769562,3.042251,-1.443464,-0.844381,12.362278,-4.329725,1.278768,-5.262914,-1.761902
9.060703,2.471189,2.190843,-6.650815,-1.060155,11.526295,3.711850,0.465756,-10.689279,-2.358525
8.763418,15.834493,1.038408,-10.904614,-1.121594,9.617950,16.871984,-0.624325,-15.053540,-2.914799
8.133428,32.800482,-0.534790,-13.478703,-1.075176,6.422869,33.399818,-2.038218,-17.917570,-3.393308
7.070788,51.357308,-2.632407,-14.113035,-1.005746,1.903558,50.979659,-3.619980,-19.060978,-3.729659
5.511965,69.451314,-5.214868,-13.096111,-0.996006,-3.611205,67.369464,-5.032830,-18.623768,-3.844434
3.447970,85.578793,-8.032518,-11.042227,-1.082901,-9.434118,81.047347,-5.999338,-17.007383,-3.639520
0.993094,98.901615,-10.662415,-8.533623,-1.221070,-14.647261,91.513492,-6.385677,-14.541667,-3.035074
-1.573147,108.895028,-12.620115,-5.957456,-1.294875,-18.241123,98.994283,-6.123506,-11.529883,-2.052907
-3.873702,115.274909,-13.532843,-3.589888,-1.185895,-19.481579,104.013464,-5.239208,-8.363580,-0.847448
-5.553689,117.822285,-13.243291,-1.577007,-0.816383,-18.202450,106.845445,-3.859219,-5.275567,0.396444
-6.357991,116.133965,-11.797982,0.088527,-0.201695,-14.777537,107.165165,-2.189668,-2.293898,1.496821
-6.254464,109.784632,-9.446632,1.548168,0.528746,-9.996239,104.062555,-0.555662,0.560814,2.283785
-5.445296,98.777070,-6.640422,2.962775,1.183052,-4.954211,96.608863,0.687503,3.239502,2.651399
-4.232165,83.578551,-3.892174,4.378067,1.602381,-0.714164,84.365307,1.442063,5.633043,2.608394
-2.868307,65.290132,-1.606285,5.652322,1.728498,2.039120,67.908403,1.871178,7.481430,2.257372
-1.511532,45.777345,0.000008,6.611755,1.612995,3.090416,48.943914,2.148430,8.542987,1.776566
-0.222869,27.203822,0.922223,7.218132,1.358380,2.657985,29.972479,2.349868,8.795800,1.334038
0.939307,11.312058,1.313612,7.591086,1.074253,1.310672,13.394408,2.526871,8.412717,1.032106
1.852219,-0.763701,1.353318,7.902144,0.854157,-0.300568,0.855864,2.683601,7.680440,0.920770
2.399741,-8.717728,1.215853,8.278053,0.741272,-1.662509,-7.178599,2.803287,6.947296,1.008168
2.564538,-13.070366,1.080269,8.730242,0.701311,-2.468628,-11.276938,2.867473,6.481867,1.213461
2.387846,-14.652491,1.027975,9.198388,0.663656,-2.646121,-12.778041,2.826816,6.376642,1.416508
1.945858,-14.409205,1.027842,9.600574,0.574414,-2.367308,-13.057675,2.612553,6.559472,1.520101
1.348417,-13.757402,1.076530,9.804969,0.420117,-1.929343,-13.123025,2.281496,6.812859,1.466992
0.689755,-14.037778,1.215890,9.641999,0.247787,-1.621096,-13.544015,1.979417,6.835801,1.268593
0.027100,-15.784120,1.473803,9.025712,0.159044,-1.636184,-14.730553,1.826876,6.390137,1.034338
-0.616825,-18.874081,1.897205,8.022364,0.251317,-2.016255,-16.599042,1.859197,5.420084,0.896402
-1.291820,-22.934344,2.530706,6.828283,0.599281,-2.609435,-18.763190,2.088632,4.078120,0.986009
-2.076846,-27.269045,3.329015,5.716952,1.241214,-3.154810,-20.905590,2.481660,2.660587,1.413686
-2.916517,-31.187978,4.218927,4.954285,2.119323,-3.388557,-23.097842,2.973691,1.474977,2.157131
-3.564773,-34.243290,5.127413,4.684723,3.074892,-3.114206,-25.371868,3.469807,0.733415,3.012840
-3.714486,-36.047109,5.874315,4.897645,3.942492,-2.224442,-27.552042,3.886690,0.507162,3.748400
-3.170440,-36.397190,6.240045,5.452764,4.598993,-0.744396,-29.056609,4.113305,0.706013,4.203827
-1.941748,-35.798579,6.162769,6.085714,4.961612,1.158551,-29.548906,4.057811,1.085034,4.299360
-0.279252,-34.482066,5.664894,6.491434,5.005906,3.208379,-29.542954,3.694268,1.352418,4.060959
1.431663,-31.646298,4.755607,6.484608,4.769939,5.112576,-30.370633,3.116829,1.303052,3.614449
2.831186,-26.514826,3.521282,6.047930,4.313201,6.626433,-33.036914,2.449728,0.878810,3.078955
3.675551,-19.810826,2.172552,5.274610,3.718817,7.620491,-37.789811,1.824392,0.148456,2.542027
3.848646,-13.562848,0.970369,4.329946,3.088547,8.075174,-44.181945,1.335177,-0.727560,2.069973
3.432679,-10.589245,0.230168,3.413686,2.495071,8.044346,-51.578263,1.012088,-1.552899,1.660633
2.694374,-13.703083,0.230353,2.674919,1.971986,7.632527,-59.150931,0.800345,-2.173383,1.245142
1.950831,-24.335100,1.017379,2.161792,1.566772,6.997882,-65.572763,0.660694,-2.539373,0.804967
1.405968,-41.175636,2.371010,1.828170,1.324971,6.282578,-69.254714,0.539352,-2.701574,0.393882
1.109419,-61.047639,3.976114,1.565879,1.244114,5.541774,-69.860265,0.349897,-2.775143,0.064579
