8.191349,94.678433,-6.064861,-1.634986,0.053830,0.200105,3.803018,5.862037,2.503897,0.432407,0.026085,0.268247
8.234673,100.565651,-7.504443,-0.083903,-0.001236,0.287579,3.443815,14.007745,2.960558,1.396818,0.049161,0.294089
7.428792,103.894618,-8.242843,1.814778,0.050442,0.302041,2.465658,26.337930,3.298663,2.738156,0.101034,0.213574
5.894400,105.717292,-8.137451,3.771014,0.215141,0.244364,0.895588,40.715315,3.432595,4.220033,0.172142,0.121381
3.807113,107.139199,-7.258991,5.412347,0.450938,0.161943,-1.209827,54.543118,3.327790,5.495758,0.244807,0.129888
1.329229,108.714634,-5.913438,6.404349,0.678346,0.131793,-3.639283,65.741212,3.007582,6.242283,0.307523,0.316464
-1.368590,110.249794,-4.474490,6.584449,0.821458,0.227542,-6.014535,73.333739,2.557600,6.282545,0.357408,0.701860
-3.970707,111.493225,-3.395239,6.044126,0.859041,0.513022,-7.997123,77.389380,2.111922,5.662003,0.396952,1.224957
-6.097537,112.288551,-3.121554,5.071709,0.834377,1.017657,-9.377380,78.696529,1.779183,4.641143,0.432382,1.788810
-7.566984,112.131571,-3.693942,4.020169,0.801707,1.704168,-10.029471,78.460297,1.609921,3.576352,0.458998,2.296022
-8.290683,110.532255,-4.679088,3.189648,0.805139,2.466598,-9.885521,77.788502,1.595288,2.765604,0.459129,2.653564
-8.201971,107.593239,-5.628662,2.769476,0.879415,3.176849,-8.976148,77.281871,1.683332,2.388460,0.426299,2.813542
-7.429485,103.724388,-6.256828,2.802381,1.047489,3.721625,-7.444468,76.985666,1.797670,2.491846,0.382069,2.849514
-6.296780,99.331970,-6.365133,3.201756,1.298932,4.036828,-5.556241,76.617643,1.876054,2.980599,0.364390,2.907192
-5.089248,94.809005,-5.945503,3.782563,1.593079,4.118907,-3.608123,75.864775,1.879865,3.657341,0.410336,3.089461
-4.016080,90.388066,-5.274984,4.318173,1.867162,3.999843,-1.817937,74.640623,1.805044,4.313475,0.534092,3.395863
-3.189009,86.164814,-4.718222,4.621562,2.064332,3.717576,-0.309577,73.086210,1.677702,4.789226,0.716680,3.742205
-2.571758,82.398156,-4.573861,4.618167,2.155520,3.330021,0.810459,71.387803,1.548955,5.013920,0.919552,3.991120
-2.105303,79.348936,-4.970729,4.328365,2.144375,2.896407,1.448810,69.627342,1.474963,5.005427,1.105412,4.030127
-1.849983,76.907823,-5.743296,3.818829,2.041672,2.441038,1.574224,67.785804,1.513262,4.811721,1.241992,3.823059
-1.843158,74.776450,-6.500240,3.166868,1.862078,1.957701,1.264476,65.799734,1.707657,4.447281,1.310681,3.399849
-2.033856,72.787182,-6.980758,2.445407,1.639459,1.447738,0.680951,63.658774,2.082187,3.911290,1.318035,2.835614
-2.399220,70.830227,-7.148422,1.709919,1.440062,0.932858,0.020639,61.468778,2.625171,3.227914,1.294339,2.262281
-2.891261,68.824049,-7.047407,1.011594,1.332987,0.464652,-0.510296,59.384178,3.271070,2.448432,1.271308,1.826055
-3.334016,66.852740,-6.790187,0.378584,1.357128,0.113987,-0.713748,57.514965,3.892584,1.630592,1.256963,1.619221
-3.541991,65.139559,-6.650866,-0.199621,1.502679,-0.070236,-0.488998,55.894924,4.340998,0.834427,1.223418,1.642449
-3.453653,63.895268,-6.921692,-0.743673,1.713755,-0.086808,0.081766,54.521820,4.488534,0.121552,1.128782,1.837302
-3.147782,63.209865,-7.681024,-1.233266,1.909079,0.050634,0.755115,53.433110,4.269297,-0.442462,0.952731,2.125367
-2.823406,62.979646,-8.710904,-1.608433,2.020892,0.323508,1.240770,52.724105,3.713146,-0.796682,0.718428,2.438522
-2.675824,62.883964,-9.613445,-1.798366,2.016013,0.690677,1.327196,52.429931,2.952873,-0.902892,0.481255,2.734364
-2.757355,62.539633,-9.965985,-1.753931,1.893876,1.099522,0.944374,52.477311,2.177676,-0.751702,0.294005,2.985499
-3.010763,61.697660,-9.518563,-1.466255,1.682411,1.505561,0.140456,52.751576,1.573692,-0.357544,0.177038,3.143247
-3.380455,60.286926,-8.290714,-0.972194,1.436941,1.863158,-0.962997,53.126415,1.260486,0.249426,0.121269,3.164941
-3.789917,58.342058,-6.481474,-0.327032,1.219338,2.137414,-2.175069,53.348533,1.243331,1.020824,0.104823,3.058779
-4.149890,55.992510,-4.375525,0.406270,1.069920,2.312773,-3.272090,53.035466,1.424016,1.878318,0.101860,2.861486
-4.444314,53.373104,-2.350590,1.149737,1.001216,2.369023,-4.095290,51.781238,1.666882,2.717427,0.094832,2.583700
