-0.296335,33.417743,-0.061666,-0.970091,-0.066919,1.533449,4.049523,18.431874,2.189776,-2.740528,0.531917
-0.016538,33.412671,-0.064263,-1.070966,-0.174623,1.469852,3.332400,17.830466,2.915476,-2.780187,0.319618
-0.431748,33.615498,-0.064408,-1.056972,-0.189128,1.421158,2.177747,17.411524,3.586328,-2.632242,0.113871
-1.301025,33.588585,-0.062122,-1.003915,-0.110482,1.339704,0.819551,16.919522,4.024822,-2.414183,-0.004799
-2.318289,33.058294,-0.056794,-0.978999,0.043069,1.192428,-0.520492,16.194038,4.127555,-2.249290,0.007756
-3.278591,31.965923,-0.051451,-1.033476,0.241399,0.984676,-1.749445,15.247823,3.900544,-2.225036,0.143702
-4.203469,30.380668,-0.054185,-1.193296,0.438159,0.749514,-2.943238,14.201261,3.418347,-2.351216,0.367930
-5.256018,28.462594,-0.076385,-1.450220,0.582735,0.531915,-4.223736,13.208915,2.764310,-2.565970,0.644121
-6.525437,26.422578,-0.121744,-1.790291,0.643302,0.365502,-5.595698,12.312488,2.032004,-2.803527,0.912622
-7.934744,24.413340,-0.174523,-2.240697,0.613505,0.256988,-6.920479,11.330782,1.334128,-3.043464,1.085791
-9.261577,22.521435,-0.200285,-2.849040,0.517330,0.156549,-8.004886,9.922286,0.766981,-3.285691,1.115482
-10.161458,20.845880,-0.161023,-3.618547,0.409337,0.005341,-8.645736,7.746297,0.371375,-3.546588,1.032627
-10.257061,19.376809,-0.018112,-4.493148,0.347063,-0.210485,-8.681070,4.464782,0.127307,-3.889360,0.912143
-9.290806,17.888529,0.265002,-5.380869,0.362860,-0.472538,-8.071923,-0.106941,-0.000792,-4.402433,0.832142
-7.219969,16.052809,0.713259,-6.185692,0.464876,-0.778987,-6.950259,-5.772987,-0.011333,-5.140980,0.847416
-4.292870,13.657376,1.320363,-6.854872,0.639051,-1.095815,-5.563489,-11.874797,0.110161,-6.104738,0.966229
-1.052746,10.711663,2.039020,-7.391852,0.833785,-1.364674,-4.193932,-17.414384,0.323005,-7.226105,1.161568
1.838498,7.585920,2.775634,-7.812393,0.970763,-1.539749,-3.044618,-21.151612,0.552402,-8.374340,1.398518
3.847554,5.003530,3.413104,-8.145289,0.986867,-1.601379,-2.143715,-21.976659,0.749203,-9.428781,1.620394
4.683725,3.830237,3.849624,-8.464343,0.856663,-1.569175,-1.358398,-19.288058,0.912603,-10.342179,1.747590
4.332765,4.897820,4.020211,-8.841077,0.594917,-1.548236,-0.528084,-13.039683,1.055926,-11.099118,1.740057
